Meter_ID,Segment,Timestamp,Electricity_Consumed_kWh,Temperature_C,Humidity_pct,Wind_Speed_kmh,Is_Load_Shedding,Anomaly_Type,Anomaly_Label
RH01,residential_high,2024-01-01T00:00:00.000Z,0.18938021820644824,20.30302090038992,56.50560504403359,1.897248956540424,false,None,Normal
RH01,residential_high,2024-01-01T00:30:00.000Z,0.19174517130782828,18.833073864488174,53.6692778905411,4.40300656274929,false,None,Normal
RH01,residential_high,2024-01-01T01:00:00.000Z,0.19166250007888366,19.575970742436766,67.03698443757749,0.9788677366533749,false,None,Normal
RH01,residential_high,2024-01-01T01:30:00.000Z,0.18072277666911354,20.541857947536677,42.869896730265516,7.101428613757742,false,None,Normal
RH01,residential_high,2024-01-01T02:00:00.000Z,0.2054854643118924,17.653805338172944,50.16233357408657,15.107730760125133,false,None,Normal
RH01,residential_high,2024-01-01T02:30:00.000Z,0.2551393148654184,17.500715754325725,68.41037605076595,3.897242583908556,false,None,Normal
RH01,residential_high,2024-01-01T03:00:00.000Z,0.20286815482632278,20.169409581253447,55.964249806774454,18.943188700012705,false,None,Normal
RH01,residential_high,2024-01-01T03:30:00.000Z,0.22005455282134498,19.00307328347886,62.57720402066984,4.685483694644228,false,None,Normal
RH01,residential_high,2024-01-01T04:00:00.000Z,0.22733604880686512,17.30082382135552,72.75956363547795,3.3029602449646553,false,None,Normal
RH01,residential_high,2024-01-01T04:30:00.000Z,0.24153487430175286,19.071153228303587,49.913988042633626,8.785037271023889,false,None,Normal
RH01,residential_high,2024-01-01T05:00:00.000Z,0.22247713795463112,17.909311396067032,55.25082959963022,11.051358197094036,false,None,Normal
RH01,residential_high,2024-01-01T05:30:00.000Z,0.3825207341166323,18.341875685889566,53.64964694960825,3.434733202775294,false,None,Normal
RH01,residential_high,2024-01-01T06:00:00.000Z,0.4044832692860574,19.920893078222125,39.40280942502274,5.2892303590465755,false,None,Normal
RH01,residential_high,2024-01-01T06:30:00.000Z,0.5095548587915257,17.278101416953337,53.87777486147558,11.938612969557777,false,None,Normal
RH01,residential_high,2024-01-01T07:00:00.000Z,0.4241193412362159,18.21321360922281,62.94189069443392,9.804386860513356,false,None,Normal
RH01,residential_high,2024-01-01T07:30:00.000Z,0.4774521390054001,20.66105846994036,58.99418709952775,11.473885004570224,false,None,Normal
RH01,residential_high,2024-01-01T08:00:00.000Z,0.4913133678979279,20.728429406875602,59.58845065166628,19.18452404786259,false,None,Normal
RH01,residential_high,2024-01-01T08:30:00.000Z,0.3503736905856356,23.48880420356496,50.25152605310152,10.572952885770066,false,None,Normal
RH01,residential_high,2024-01-01T09:00:00.000Z,0.3336282824049583,22.43855424471054,48.531944989599594,22.736020702056514,false,None,Normal
